player_a,player_b,winner
p537,p306,p306
p537,p481,p537
p537,b923,p537
p537,p177,p537
p537,p789,p789
p537,p274,p274
p537,p883,p537
p537,p117,p117
p537,p688,p537
p537,p258,p537
p538,p849,p849
p538,e951,p538
p538,p402,p538
p538,p469,p538
p538,p106,p538
p538,p897,p897
p538,p808,p808
p538,p97,p97
p538,p730,p730
p538,p641,p641
p538,b935,b935
p538,p629,p538
p538,e961,p538
p538,p418,p418
p538,p514,p514
p539,p477,p539
p539,b912,b912
p539,p865,p539
p539,p98,p98
p539,e953,e953
p539,p334,p334
p539,p140,p539
p539,p811,p539
p539,p75,p539
p539,p51,p539
p539,p599,p599
p539,p312,p312
p539,p669,p539
p540,p867,p540
p540,p556,p540
p540,p433,p433
p540,p419,p419
p540,p846,p846
p540,p262,p262
p540,p230,p230
p540,p57,p540
p540,p854,p854
p540,p150,p540
p540,p424,p540
p540,p726,p726
p540,p647,p647
p540,p608,p608
p541,p671,p541
p541,p427,p427
p541,p163,p541
p541,p465,p465
p541,p76,p541
p541,p617,p617
p541,p2,p2
p541,p864,p541
p541,p718,p541
p541,e948,p541
p541,p632,p632
p541,p727,p541
p541,p228,p541
p541,p797,p541
p541,p276,p276
p542,p558,p542
p542,p670,p542
p542,p556,p542
p542,p126,p126
p542,p870,p870
p542,p199,p542
p542,p275,p275
p542,p338,p338
p542,p556,p556
p543,p341,p341
p543,p413,p543
p543,p547,p543
p543,p70,p543
p543,p603,p603
p543,p83,p543
p543,p686,p686
p543,p93,p543
p543,p614,p614
p543,p326,p326
p543,p74,p543
p543,e971,e971
p543,p203,p543
p544,p256,p544
p544,p888,p888
p544,p709,p544
p544,p803,p544
p544,p450,p450
p544,p336,p336
p544,p105,p544
p544,b914,b914
p544,p566,p544
p544,p280,p544
p544,p733,p733
p544,p895,p544
p544,p358,p544
p545,p99,p99
p545,p801,p545
p545,p772,p772
p545,p800,p545
p545,p699,p545
p545,p590,p545
p545,p704,p704
p545,p655,p545
p545,p205,p205
p545,p669,p669
p545,p693,p545
p545,b903,b903
p545,p724,p724
p545,p656,p656
p546,p278,p278
p546,p785,p785
p546,p65,p65
p546,p487,p487
p546,p887,p546
p546,p107,p546
p546,p538,p546
p546,p838,p546
p546,p721,p546
p546,p508,p508
p546,p494,p546
p546,p481,p546
p546,p204,p204
p546,p782,p546
p546,p235,p235
p547,p592,p592
p547,p757,p547
p547,p638,p638
p547,e961,p547
p547,b913,b913
p547,b941,b941
p547,p506,p547
p547,p751,p751
p547,p783,p783
p547,p187,p547
p548,p340,p340
p548,p438,p438
p548,p161,p548
p548,p477,p548
p548,p28,p548
p548,p213,p548
p548,p445,p445
p548,e956,p548
p548,p475,p548
p548,p290,p548
p548,p99,p548
p548,p67,p67
p548,p686,p686
p549,p741,p741
p549,p327,p549
p549,p306,p306
p549,p25,p549
p549,p283,p283
p549,p32,p549
p549,p170,p170
p549,p576,p549
p549,p299,p549
p549,p517,p517
p550,p875,p550
p550,p680,p550
p550,p10,p10
p550,p358,p550
p550,p695,p695
p550,p148,p148
p550,p724,p724
p550,p883,p883
p550,b925,b925
p550,p773,p550
p550,p780,p550
p551,p70,p70
p551,e976,e976
p551,p552,p552
p551,p289,p551
p551,p825,p825
p551,p184,p184
p551,p850,p551
p551,p865,p551
p551,p701,p551
p551,p445,p445
p551,p802,p551
p552,p620,p620
p552,p401,p401
p552,p709,p552
p552,p211,p211
p552,p884,p552
p552,p539,p552
p552,p742,p742
p552,e975,p552
p552,e964,p552
p552,p89,p552
p553,p108,p553
p553,p512,p553
p553,p114,p553
p553,p583,p583
p553,p446,p553
p553,p82,p82
p553,p869,p869
p553,p646,p553
p553,p177,p177
p553,p877,p553
p553,p138,p553
p553,p366,p366
p553,p594,p553
p554,b914,b914
p554,p762,p554
p554,p75,p554
p554,p209,p209
p554,p896,p896
p554,p124,p554
p554,p669,p669
p554,p557,p557
p554,b904,p554
p554,p855,p554
p554,p46,p554
p554,p512,p512
p554,p583,p583
p554,p440,p554
p554,p171,p554
p555,e969,e969
p555,p584,p584
p555,p471,p471
p555,p133,p555
p555,p249,p555
p555,p455,p455
p555,p242,p555
p555,p567,p567
p555,p714,p714
p555,p526,p555
p555,b932,b932
p555,p418,p418
p555,p0,p0
p555,p504,p555
p555,p204,p204
p556,p649,p649
p556,p764,p764
p556,p428,p428
p556,p766,p766
p556,p234,p234
p556,p195,p556
p556,p807,p556
p556,p158,p158
p556,e964,p556
p556,p369,p556
p556,p892,p892
p556,p634,p556
p556,p179,p179
p556,p591,p591
p557,p433,p557
p557,p484,p484
p557,p93,p93
p557,p538,p538
p557,p118,p557
p557,p14,p557
p557,p398,p557
p557,p524,p557
p558,p798,p558
p558,p744,p558
p558,p687,p558
p558,p34,p558
p558,p173,p173
p558,p337,p337
p558,p85,p85
p558,p280,p280
p559,p865,p559
p559,b939,b939
p559,e977,e977
p559,p273,p559
p559,e956,e956
p559,p801,p801
p559,p205,p559
p559,e972,e972
p560,p267,p560
p560,p172,p172
p560,p145,p145
p560,p134,p134
p560,p49,p49
p560,p362,p560
p560,p302,p302
p560,p712,p560
p560,p662,p662
p561,p42,p42
p561,p509,p561
p561,p333,p561
p561,e966,p561
p561,p635,p561
p561,p787,p787
p561,p156,p561
p561,b935,p561
p561,p397,p397
p561,p876,p561
p562,p630,p630
p562,p857,p857
p562,p564,p564
p562,p459,p459
p562,p829,p829
p562,p690,p690
p562,p697,p562
p562,e945,e945
p562,p641,p641
p562,p688,p562
p562,p84,p84
p563,p219,p563
p563,p641,p641
p563,p193,p563
p563,p138,p138
p563,p425,p563
p563,p622,p563
p563,p70,p70
p563,p253,p253
p563,p745,p745
p563,p763,p563
p564,p109,p109
p564,p130,p564
p564,p490,p490
p564,p618,p564
p564,p661,p564
p564,p382,p564
p564,p609,p564
p564,p348,p348
p564,p808,p564
p564,p85,p564
p564,p19,p564
p564,p50,p50
p564,p874,p564
p564,p413,p564
p565,p301,p301
p565,p511,p565
p565,b921,b921
p565,p306,p565
p565,p898,p565
p565,p311,p565
p565,p656,p565
p565,p490,p565
p565,p373,p373
p565,p361,p361
p565,e952,e952
p565,p636,p636
p565,p524,p565
p565,p161,p565
p566,p342,p342
p566,p257,p257
p566,p322,p566
p566,p93,p566
p566,p450,p566
p566,p602,p602
p566,p365,p566
p566,b921,b921
p567,p48,p48
p567,p472,p567
p567,p236,p567
p567,p270,p270
p567,p836,p836
p567,p535,p535
p567,b928,b928
p567,p272,p272
p567,p149,p567
p567,p480,p567
p567,p9,p9
p567,p380,p567
p567,p194,p194
p567,p150,p150
p568,b930,b930
p568,p621,p568
p568,p641,p641
p568,p658,p568
p568,p427,p427
p568,p718,p718
p568,p705,p568
p568,p809,p568
p568,p697,p568
p568,p351,p568
p568,p122,p568
p569,p740,p569
p569,p415,p415
p569,p815,p569
p569,p140,p569
p569,p694,p694
p569,e978,p569
p569,p474,p569
p569,p729,p569
p569,p885,p885
p569,p628,p628
p570,e945,p570
p570,p442,p570
p570,p404,p404
p570,p275,p275
p570,p531,p570
p570,p201,p570
p570,p832,p832
p570,p701,p701
p570,p205,p570
p571,p343,p343
p571,p249,p571
p571,p128,p571
p571,p58,p58
p571,p193,p193
p571,p680,p571
p571,e979,p571
p571,p270,p270
p571,p587,p587
p571,p210,p210
p571,p859,p859
p571,p767,p571
p571,p19,p571
p571,p726,p726
p571,p86,p86
p572,p851,p851
p572,p213,p213
p572,p350,p350
p572,p607,p607
p572,p456,p572
p572,p367,p572
p572,p490,p490
p572,p538,p572
p572,p364,p364
p572,p250,p250
p572,p135,p572
p572,e966,e966
p572,p695,p572
p572,p168,p168
p573,p436,p436
p573,b942,p573
p573,p276,p276
p573,p585,p573
p573,p113,p573
p573,b907,b907
p573,p313,p573
p573,p274,p274
p573,p599,p599
p573,p83,p83
p573,p474,p474
p573,p452,p452
p574,b939,p574
p574,p60,p60
p574,b917,p574
p574,p193,p574
p574,p59,p59
p574,p36,p574
p574,b903,b903
p574,p792,p574
p574,p47,p574
p575,p632,p575
p575,p863,p575
p575,p813,p575
p575,e964,p575
p575,p398,p398
p575,p875,p575
p575,p479,p575
p575,p300,p575
p575,p341,p575
p576,p306,p306
p576,p609,p609
p576,p232,p576
p576,p825,p576
p576,p135,p576
p576,p521,p576
p576,p180,p576
p576,p739,p576
p576,e958,e958
p576,p498,p498
p576,p88,p88
p577,p819,p577
p577,p883,p883
p577,p585,p585
p577,p706,p577
p577,p78,p577
p577,p889,p577
p577,b926,p577
p577,p81,p577
p577,p322,p322
p578,p352,p352
p578,p13,p13
p578,p773,p773
p578,p29,p29
p578,p162,p162
p578,p781,p781
p578,p719,p578
p578,p693,p578
p578,p406,p578
p578,p502,p578
p578,e968,e968
p578,p174,p174
p578,p634,p578
p578,p324,p578
p579,p110,p110
p579,p39,p39
p579,p106,p579
p579,p271,p271
p579,p25,p579
p579,p20,p579
p579,p336,p336
p579,e978,e978
p579,p351,p351
p579,p722,p722
p579,p862,p862
p579,p44,p579
p579,p682,p682
p580,p650,p580
p580,p569,p580
p580,p684,p684
p580,p205,p580
p580,p109,p580
p580,p47,p580
p580,p155,p580
p580,p787,p580
p580,p547,p547
p580,p792,p580
p581,p408,p581
p581,b910,p581
p581,p354,p354
p581,p98,p581
p581,p628,p628
p581,b910,b910
p581,p283,p283
p581,p774,p774
p581,p288,p288
p582,p480,p582
p582,p670,p582
p582,p770,p582
p582,p861,p582
p582,p614,p582
p582,p731,p582
p582,e964,e964
p582,p136,p582
p582,p653,p653
p582,p510,p582
p582,p635,p635
p582,p234,p234
p582,b935,p582
p583,p361,p361
p583,p252,p252
p583,b901,p583
p583,p42,p583
p583,p868,p583
p583,p133,p583
p583,p597,p597
p583,p11,p11
p583,p401,p401
p583,p60,p60
p584,p770,p584
p584,p709,p709
p584,p737,p584
p584,p571,p571
p584,p808,p584
p584,p418,p584
p584,p779,p779
p584,p769,p584
p584,p442,p584
p584,p77,p77
p585,p363,p585
p585,p343,p585
p585,p330,p330
p585,p544,p585
p585,p530,p585
p585,e952,e952
p585,p451,p585
p585,p507,p507
p585,p150,p585
p585,p159,p585
p585,p616,p585
p585,p128,p585
p585,p643,p585
p585,p663,p585
p585,p792,p792
p586,p189,p189
p586,p620,p586
p586,p799,p799
p586,p279,p586
p586,p640,p586
p586,p601,p601
p586,b924,b924
p586,e978,e978
p586,p829,p829
p586,p625,p625
p586,p633,p633
p586,p726,p726
p586,p73,p586
p586,p228,p228
p586,b930,b930
p587,p193,p193
p587,p306,p306
p587,p335,p335
p587,p236,p587
p587,p489,p489
p587,b921,b921
p587,p452,p452
p587,p403,p587
p587,p744,p587
p587,p749,p749
p587,b906,p587
p587,p747,p587
p588,p561,p561
p588,p145,p145
p588,p385,p588
p588,e962,p588
p588,p65,p65
p588,p877,p588
p588,p597,p588
p588,p506,p506
p588,p89,p588
p588,p842,p588
p588,p650,p650
p588,p507,p588
p588,p7,p7
p589,p235,p235
p589,p238,p238
p589,p35,p35
p589,p422,p422
p589,p881,p881
p589,p560,p589
p589,p165,p589
p589,p421,p589
p590,p430,p590
p590,p817,p590
p590,p710,p710
p590,p290,p590
p590,p612,p612
p590,p200,p200
p590,p354,p354
p590,p799,p799
p590,p829,p829
p590,p726,p726
p590,p636,p590
p590,p856,p856
p590,p886,p590
p591,e977,e977
p591,p353,p591
p591,p890,p890
p591,p566,p591
p591,p698,p698
p591,p679,p591
p591,p638,p638
p591,p494,p494
p591,p128,p128
p591,p498,p498
p591,p475,p591
p591,p634,p634
p591,p338,p591
p592,p394,p592
p592,p461,p461
p592,p643,p592
p592,p657,p592
p592,p249,p592
p592,p373,p373
p592,p398,p398
p592,p174,p174
p593,p732,p593
p593,p779,p593
p593,p771,p593
p593,p748,p748
p593,p222,p222
p593,p788,p593
p593,p634,p634
p593,p105,p593
p594,p384,p384
p594,p412,p412
p594,p57,p57
p594,p689,p594
p594,p662,p662
p594,p464,p594
p594,p674,p674
p594,p225,p594
p594,p58,p58
p594,p16,p594
p595,p737,p595
p595,p605,p605
p595,p872,p872
p595,p255,p255
p595,e972,e972
p595,p84,p595
p595,p899,p595
p595,p322,p595
p595,p532,p532
p596,p376,p376
p596,p777,p777
p596,p874,p596
p596,p425,p596
p596,p93,p93
p596,p520,p596
p596,p323,p596
p596,p194,p194
p597,p442,p442
p597,p238,p597
p597,p453,p597
p597,p59,p59
p597,p753,p597
p597,p54,p597
p597,p262,p597
p597,p317,p597
p597,p110,p110
p597,p282,p282
p597,p801,p801
p597,e959,e959
p597,e974,p597
p597,b916,p597
p597,p142,p142
p598,p100,p598
p598,p113,p113
p598,p519,p519
p598,p894,p894
p598,p770,p770
p598,p630,p630
p598,p82,p82
p598,p529,p529
p598,p218,p218
p598,p461,p461
p598,p828,p598
p598,p39,p598
p598,p223,p223
p598,p370,p370
p599,p498,p498
p599,p831,p599
p599,p56,p599
p599,p161,p161
p599,p14,p14
p599,p169,p169
p599,p696,p696
p599,p306,p306
p599,p81,p599
p599,p718,p599
p599,p561,p561
p599,p12,p12
p599,p409,p409
p599,e949,p599
p600,e960,p600
p600,e972,e972
p600,p40,p40
p600,p664,p664
p600,b930,p600
p600,p237,p600
p600,p150,p150
p600,p528,p600
p601,e968,e968
p601,p455,p455
p601,p368,p601
p601,p405,p405
p601,p29,p601
p601,p670,p601
p601,p176,p176
p601,b926,p601
p601,p479,p479
p601,p554,p601
p601,p166,p166
p602,p786,p602
p602,p497,p497
p602,p736,p736
p602,p461,p602
p602,p308,p602
p602,p56,p56
p602,p45,p45
p602,p611,p602
p602,p756,p602
p603,b914,p603
p603,p652,p652
p603,p724,p603
p603,p34,p34
p603,p676,p603
p603,p121,p121
p603,p32,p32
p603,p260,p260
p603,e967,p603
p603,p730,p730
p603,p213,p603
p603,p530,p530
p603,p160,p603
p603,b944,p603
p604,p720,p604
p604,e979,p604
p604,p779,p604
p604,p246,p246
p604,p683,p604
p604,p865,p604
p604,p847,p604
p604,p57,p604
p604,p499,p499
p604,p143,p604
p604,p282,p604
p604,p546,p546
p604,p811,p604
p604,p692,p692
p605,p772,p772
p605,p139,p139
p605,p240,p605
p605,p863,p605
p605,p276,p605
p605,p319,p605
p605,p635,p605
p605,e974,p605
p605,p404,p605
p605,p272,p272
p605,b920,b920
p606,p698,p606
p606,p808,p808
p606,p347,p606
p606,p354,p354
p606,p325,p606
p606,p874,p606
p606,p125,p125
p606,p280,p280
p607,p90,p90
p607,p124,p607
p607,p704,p704
p607,p106,p607
p607,p728,p728
p607,p496,p496
p607,p842,p607
p607,p236,p236
p607,p637,p637
p608,p69,p69
p608,p720,p608
p608,p856,p608
p608,p449,p449
p608,p572,p572
p608,p620,p620
p608,p64,p608
p608,p512,p608
p608,p807,p608
p608,p676,p676
p608,b944,p608
p608,p512,p512
p608,p264,p264
p608,p231,p231
p608,p284,p608
p609,p690,p609
p609,p557,p557
p609,p83,p609
p609,p842,p609
p609,b925,p609
p609,p10,p10
p609,b902,p609
p609,p863,p609
p609,p580,p580
p609,b905,b905
p609,p48,p609
p609,p795,p795
p609,p681,p681
p609,p42,p609
p609,p364,p609
p610,p856,p610
p610,p584,p610
p610,p616,p616
p610,p3,p3
p610,p498,p498
p610,p447,p447
p610,e950,e950
p610,p8,p610
p610,p622,p610
p610,p750,p750
p610,p703,p610
p610,p749,p749
p610,p225,p610
p610,p538,p538
p611,p494,p611
p611,p346,p611
p611,p701,p701
p611,p352,p352
p611,b905,p611
p611,p844,p844
p611,p404,p404
p611,p307,p611
p611,p570,p570
p611,p540,p611
p611,p711,p611
p611,e950,p611
p611,p345,p345
p612,e978,p612
p612,p259,p612
p612,p262,p262
p612,p850,p612
p612,b910,b910
p612,p385,p385
p612,p260,p260
p612,p67,p612
p612,p294,p294
p612,p206,p206
p612,p399,p399
p612,p81,p81
p612,p390,p390
p613,p546,p546
p613,p497,p613
p613,p400,p613
p613,p494,p494
p613,b930,p613
p613,p81,p81
p613,p336,p613
p613,p306,p613
p613,p59,p613
p613,p699,p613
p613,p21,p21
p613,p534,p534
p613,p382,p382
p613,p181,p181
p614,p730,p730
p614,p589,p589
p614,p68,p68
p614,p498,p614
p614,p303,p614
p614,p207,p614
p614,p593,p593
p614,b915,p614
p614,p803,p614
p614,p167,p614
p614,p136,p136
p614,p700,p700
p614,p621,p621
p615,p198,p198
p615,p791,p615
p615,p457,p615
p615,p884,p884
p615,p335,p335
p615,p493,p615
p615,p312,p312
p615,p397,p397
p615,p724,p615
p615,p223,p223
p615,p276,p276
p615,p204,p615
p615,p10,p615
p616,p639,p616
p616,p456,p456
p616,p608,p616
p616,b925,p616
p616,p330,p616
p616,p409,p409
p616,b912,p616
p616,p15,p616
p616,p882,p882
p616,p622,p616
p616,p664,p664
p616,e967,p616
p616,p614,p614
p616,p86,p616
p616,p199,p199
p617,p420,p617
p617,p252,p617
p617,p270,p617
p617,p809,p809
p617,p385,p617
p617,p86,p86
p617,p861,p617
p617,p413,p413
p618,p634,p634
p618,b909,p618
p618,p720,p720
p618,p191,p191
p618,p374,p374
p618,p872,p618
p618,e965,e965
p618,p377,p618
p618,p228,p228
p618,p700,p618
p618,p727,p727
p618,p266,p266
p618,e969,p618
p618,p496,p618
p618,p278,p618
p619,p533,p533
p619,p215,p619
p619,p321,p321
p619,p812,p812
p619,p465,p619
p619,p612,p612
p619,p255,p619
p619,p367,p367
p619,p97,p619
p619,p1,p1
p619,p471,p619
p620,p841,p620
p620,p1,p1
p620,p377,p620
p620,p523,p523
p620,p640,p640
p620,e978,e978
p620,p233,p233
p620,p610,p610
p620,p193,p620
p620,p40,p620
p620,p523,p620
p621,p542,p621
p621,p884,p884
p621,p687,p621
p621,p270,p621
p621,b934,p621
p621,p733,p621
p621,p605,p605
p621,p715,p715
p621,p695,p621
p621,p721,p721
p621,p226,p226
p621,p476,p476
p621,p818,p621
p621,p147,p147
p622,p672,p672
p622,p730,p730
p622,e956,p622
p622,p626,p622
p622,p553,p553
p622,p562,p622
p622,p884,p884
p622,p855,p622
p622,p785,p785
p622,p333,p622
p622,p748,p622
p623,p282,p282
p623,p187,p623
p623,p241,p241
p623,b912,b912
p623,p714,p714
p623,p555,p623
p623,p5,p5
p623,p27,p623
p624,p207,p624
p624,p765,p765
p624,p138,p138
p624,p551,p624
p624,p730,p730
p624,p23,p23
p624,p91,p624
p624,p472,p472
p624,p707,p624
p624,p309,p624
p624,p843,p624
p625,e976,e976
p625,p275,p625
p625,p346,p625
p625,p419,p419
p625,e959,p625
p625,p53,p53
p625,p861,p861
p625,p688,p625
p625,p330,p625
p626,p304,p626
p626,p556,p626
p626,p104,p104
p626,p16,p626
p626,p552,p552
p626,p265,p265
p626,p490,p490
p626,p566,p626
p626,e976,p626
p626,p792,p792
p627,p226,p226
p627,p882,p627
p627,p534,p627
p627,p201,p627
p627,p765,p765
p627,p484,p484
p627,p289,p289
p627,p752,p752
p627,p461,p461
p627,p35,p35
p627,p606,p606
p628,p393,p628
p628,p797,p797
p628,p156,p156
p628,p288,p288
p628,p25,p628
p628,p895,p895
p628,p550,p550
p628,b944,b944
p628,p710,p628
p628,p435,p628
p628,p499,p499
p628,p285,p628
p629,p61,p629
p629,p238,p238
p629,p47,p47
p629,p107,p629
p629,p810,p810
p629,p633,p629
p629,p199,p629
p629,p770,p770
p629,p426,p426
p629,p207,p629
p629,p99,p629
p629,p597,p597
p629,p491,p629
p629,p8,p8
p630,p453,p630
p630,p775,p630
p630,p609,p609
p630,p654,p654
p630,p395,p395
p630,p260,p630
p630,p412,p412
p630,p3,p630
p630,p740,p630
p630,b943,b943
p630,p143,p143
p630,p667,p667
p630,p185,p185
p630,p840,p630
p631,p808,p631
p631,p298,p298
p631,p201,p631
p631,p133,p133
p631,p518,p631
p631,p531,p631
p631,p442,p631
p631,p131,p631
p631,p462,p631
p631,p109,p109
p631,p354,p631
p631,p869,p869
p631,p687,p687
p631,p91,p91
p631,p522,p522
p632,p445,p632
p632,p364,p632
p632,p728,p728
p632,p131,p632
p632,p120,p120
p632,p174,p174
p632,p747,p747
p632,p577,p577
p632,p817,p817
p632,p10,p632
p632,p95,p95
p632,p189,p632
p633,p328,p633
p633,p648,p648
p633,e977,p633
p633,p540,p633
p633,p554,p554
p633,p204,p633
p633,p474,p474
p633,p735,p633
p634,p838,p838
p634,p49,p634
p634,p670,p670
p634,p465,p634
p634,p317,p634
p634,p173,p634
p634,p506,p506
p634,p497,p634
p634,p126,p634
p634,p686,p634
p634,p31,p634
p634,p525,p525
p634,p287,p287
p634,p342,p342
p634,p543,p543
p635,p57,p635
p635,p200,p635
p635,p375,p375
p635,p798,p798
p635,p81,p635
p635,p695,p695
p635,p68,p68
p635,b938,b938
p635,p846,p635
p636,p425,p425
p636,p882,p882
p636,p628,p636
p636,p191,p191
p636,p53,p53
p636,p853,p853
p636,p248,p248
p636,p493,p636
p636,p648,p648
p636,p179,p636
p636,p12,p12
p636,p423,p636
p636,p741,p636
p636,p706,p706
p637,p197,p197
p637,p811,p637
p637,p580,p637
p637,p210,p637
p637,p56,p637
p637,p579,p579
p637,p133,p637
p637,p764,p637
p637,p218,p637
p638,p503,p503
p638,p430,p638
p638,p576,p638
p638,b944,b944
p638,p260,p638
p638,p474,p474
p638,p832,p832
p638,p141,p141
p638,p498,p638
p638,p840,p840
p639,p635,p639
p639,p592,p639
p639,p553,p553
p639,p240,p639
p639,p203,p639
p639,p5,p5
p639,p838,p639
p639,p548,p548
p639,p77,p77
p639,p344,p344
p639,p596,p596
p640,p876,p640
p640,e946,p640
p640,p59,p640
p640,p805,p805
p640,p135,p135
p640,p218,p218
p640,p190,p640
p640,b934,b934
p640,p791,p791
p640,p500,p500
p640,p815,p815
p641,p841,p641
p641,p218,p218
p641,p178,p178
p641,p38,p641
p641,p105,p105
p641,p266,p641
p641,p244,p244
p641,b942,p641
p641,p448,p641
p641,p393,p393
p641,p431,p431
p642,p458,p642
p642,e970,e970
p642,e961,e961
p642,p456,p642
p642,p86,p642
p642,p709,p709
p642,p801,p801
p642,p444,p444
p642,p542,p542
p643,p311,p643
p643,p394,p643
p643,p453,p643
p643,b927,p643
p643,p334,p643
p643,p762,p762
p643,e964,p643
p643,p238,p238
p643,p50,p50
p643,p498,p643
p643,p574,p643
p643,p132,p643
p643,p626,p643
p644,p685,p685
p644,p539,p644
p644,p522,p644
p644,p638,p638
p644,p86,p86
p644,p264,p644
p644,p185,p644
p644,p66,p644
p644,p280,p644
p644,p874,p874
p644,p667,p644
p644,p482,p644
p645,p179,p179
p645,p192,p192
p645,p117,p645
p645,p529,p645
p645,p293,p293
p645,p632,p632
p645,p502,p645
p645,b907,b907
p645,p39,p39
p645,p568,p645
p645,p810,p810
p645,p371,p371
p645,p167,p645
p646,p813,p646
p646,p677,p677
p646,p766,p766
p646,p584,p646
p646,p466,p466
p646,b939,b939
p646,p567,p646
p646,p863,p646
p646,p437,p437
p646,p875,p646
p646,p192,p192
p646,p133,p133
p646,p535,p646
p646,p89,p89
p646,p431,p646
p647,p670,p647
p647,p311,p647
p647,p509,p509
p647,e959,p647
p647,p813,p647
p647,p438,p438
p647,p482,p647
p647,p50,p50
p647,p397,p397
p647,e957,p647
p647,p734,p734
p647,p542,p647
p648,e961,p648
p648,p517,p517
p648,p640,p648
p648,p224,p224
p648,p134,p134
p648,p285,p285
p648,p409,p409
p648,p81,p81
p649,p800,p649
p649,p60,p60
p649,p528,p528
p649,p618,p649
p649,p284,p284
p649,p493,p493
p649,p755,p755
p649,p635,p635
p649,p332,p649
p649,p637,p649
p649,p92,p92
p649,p487,p649
p649,p149,p649
p650,p318,p318
p650,p304,p650
p650,p2,p650
p650,p475,p475
p650,p787,p787
p650,p6,p650
p650,p368,p650
p650,p789,p650
p650,b943,p650
p650,p487,p487
p650,b925,p650
p650,p172,p650
p651,p801,p651
p651,p482,p482
p651,p536,p536
p651,p180,p651
p651,p106,p106
p651,p616,p616
p651,p567,p567
p651,b907,b907
p651,p717,p717
p651,p248,p651
p651,p1,p1
p651,p409,p651
p651,p90,p651
p651,p581,p651
p652,b909,b909
p652,p669,p669
p652,p486,p652
p652,p221,p221
p652,p379,p379
p652,p753,p652
p652,p747,p652
p652,p85,p85
p653,p408,p653
p653,p223,p653
p653,p378,p653
p653,p634,p634
p653,b911,p653
p653,p517,p653
p653,p546,p546
p653,p208,p208
p654,p334,p334
p654,p122,p122
p654,p235,p235
p654,p741,p654
p654,p737,p654
p654,p605,p654
p654,e970,e970
p654,b932,b932
p654,b919,b919
p655,p496,p496
p655,p360,p360
p655,p386,p655
p655,e975,e975
p655,p741,p741
p655,p279,p655
p655,p303,p303
p655,p162,p655
p655,p609,p609
p656,b901,b901
p656,p390,p390
p656,p589,p589
p656,p499,p499
p656,p102,p102
p656,b908,b908
p656,b901,b901
p656,p706,p656
p656,p320,p656
p656,p660,p660
p656,p672,p656
p656,p823,p823
p656,p203,p656
p656,p891,p656
p657,p163,p163
p657,p625,p625
p657,p359,p657
p657,p308,p308
p657,p596,p657
p657,e968,e968
p657,p618,p618
p657,p747,p657
p657,p248,p657
p658,p221,p221
p658,p747,p658
p658,p65,p658
p658,p58,p58
p658,p472,p658
p658,b900,b900
p658,p830,p830
p658,p531,p531
p659,p195,p195
p659,p301,p301
p659,p830,p830
p659,p13,p13
p659,p172,p172
p659,p731,p731
p659,p267,p659
p659,b942,p659
p659,p893,p659
p659,p306,p306
p659,p532,p532
p660,p529,p660
p660,p695,p695
p660,b908,p660
p660,p534,p660
p660,p880,p660
p660,b917,b917
p660,p524,p524
p660,p580,p660
p660,b910,b910
p660,p631,p660
p660,p18,p660
p660,p249,p660
p660,p77,p77
p661,p804,p804
p661,e975,e975
p661,p7,p661
p661,p194,p194
p661,p717,p661
p661,p883,p883
p661,p505,p661
p661,p877,p877
p661,p700,p661
p661,p38,p661
p661,p379,p379
p661,p479,p661
p661,p430,p661
p661,p833,p833
p662,p725,p725
p662,p588,p588
p662,p77,p662
p662,b939,p662
p662,p313,p662
p662,p867,p662
p662,p868,p868
p662,p739,p662
p662,p888,p662
p662,p389,p662
p662,p727,p727
p662,p224,p224
p662,p67,p662
p662,p410,p410
p662,p524,p662
p663,p567,p567
p663,p203,p663
p663,p583,p583
p663,p438,p438
p663,p514,p514
p663,p710,p710
p663,e978,p663
p663,p342,p663
p663,p533,p663
p664,p267,p267
p664,p361,p361
p664,p787,p787
p664,p311,p664
p664,p737,p737
p664,p492,p664
p664,p214,p214
p664,p254,p254
p664,p461,p664
p664,p550,p664
p665,p349,p349
p665,p644,p665
p665,p171,p171
p665,p642,p665
p665,p471,p471
p665,b909,b909
p665,p486,p665
p665,p533,p665
p666,p283,p283
p666,p790,p790
p666,p303,p303
p666,p849,p666
p666,p641,p666
p666,p50,p666
p666,p747,p747
p666,p296,p296
p666,p455,p666
p666,e952,e952
p666,p123,p123
p666,p726,p726
p666,p337,p666
p666,p277,p277
p667,p701,p701
p667,p14,p14
p667,p777,p777
p667,p591,p591
p667,b910,p667
p667,p428,p667
p667,p30,p667
p667,p736,p736
p667,p818,p667
p667,b943,b943
p667,p295,p295
p667,p43,p667
p667,p623,p667
p667,p96,p96
p667,p544,p544
p668,b913,p668
p668,p499,p668
p668,p219,p668
p668,p111,p668
p668,p400,p668
p668,e946,p668
p668,p821,p821
p668,p564,p668
p668,p300,p668
p668,p691,p668
p668,p12,p12
p668,e948,p668
p668,b901,p668
p668,p43,p43
p668,p155,p668
p669,p226,p226
p669,p131,p131
p669,p857,p669
p669,p441,p669
p669,p373,p373
p669,p823,p669
p669,p764,p764
p669,p94,p94
p669,p453,p669
p669,p785,p669
p669,p353,p353
p669,p762,p669
p670,p34,p34
p670,p766,p766
p670,p561,p561
p670,p680,p680
p670,p855,p670
p670,p342,p670
p670,p850,p670
p670,p44,p670
p671,p175,p175
